,chl_mean,clt_mean,dfe_mean,mlotst_mean,no3_mean,o2_mean,phyc_mean,ph_mean,po4_mean,siconc_mean,sithick_mean,si_mean,salinity_mean,currentdirection_mean,currentvelocity_mean,tas_mean,T_mean,long_deg,lat_deg
0,0.2697894931210715,0.6894848593586933,0.000391133030379424,61.53276300184986,30.799998742345814,314.00237784388753,1.237505389566859,7.970945169664437,2.1522741143626245,0.729407881471374,0.7174823453202037,98.0959843581445,33.93140543592846,279.5455881164293,0.049441293950323914,-12.110120895476541,-1.6411393887424757,-171.74579,-71.23536
1,0.28291060151131153,0.7006658829786235,0.0003760435094283325,63.2360877716909,30.954686274942937,315.8455103620383,1.3374270233701442,7.972867420961336,2.166581955946938,0.7223806649585611,0.7625027241354994,99.94538168586081,33.946643561256984,244.18719973439772,0.029165209244370882,-11.803244253370394,-1.652577327607088,-167.88679,-71.23536
2,0.27097833891670475,0.7035264764107155,0.00036759047175214223,63.56295895279208,30.95377942946137,315.31647851078026,1.2595645275727523,7.973096288425578,2.1684821084496546,0.6902156066769612,0.7262575594081094,99.85500720347021,33.94515173044442,220.9666698587354,0.01992234368916161,-11.386029652769821,-1.6054130022773563,-164.02779,-71.23536
3,0.2944440989751544,0.6973700264490855,0.0003476804312185527,59.205664031730095,30.785959896928922,318.28447627869855,1.3350227787992726,7.976109046535251,2.159415262574374,0.6967089889824851,0.7234712219828341,97.72009583174233,33.91242163077225,228.49062814932861,0.01617327096165186,-10.963306469649183,-1.6179624244618445,-160.16879,-71.23536
4,0.29929145740128194,0.6925360311009445,0.00034340250824450977,60.5672615270553,30.756872923848466,317.223787376682,1.358979874284338,7.975836262851547,2.158385756049785,0.6973158063275977,0.7046926424611568,96.44351270828139,33.88365283375356,239.69694905108187,0.013394804699331549,-10.523487980537652,-1.6266275866718019,-156.30979,-71.23536
5,0.3226049643780973,0.6941627425407948,0.0003291226233006527,61.06136308258237,30.393193517479318,317.1602701825233,1.4387510737813687,7.976909718353692,2.1326983910704778,0.6878504480191729,0.6827735624917712,90.38091586080665,33.84014610361097,223.6740336452327,0.01594538649419577,-10.065881038214798,-1.591268621957664,-152.45079,-71.23536
6,0.30196435930485305,0.6965639882686774,0.00032135134874019394,40.345383190683485,30.004962076617534,315.8880792376451,1.3914920550877274,7.9776128208463,2.1047952719024465,0.6609892980468106,0.6656076684578206,84.30274713987833,33.78929826651177,235.25461475792437,0.012315047483107286,-9.591537386384744,-1.5808004122842731,-148.59179,-71.23536
7,0.3251340148329659,0.6891426628266663,0.0003025981264378941,7.771557356359722,29.6728362924802,319.04571043036145,1.4846168222798817,7.9803842995756185,2.081627520234485,0.6468398967709127,0.6591835390775155,80.02914152793375,33.74115051411778,230.9507815353692,0.007055056578804589,-9.197500148133031,-1.5536761689284515,-144.73279,-71.23536
8,0.3274595585381804,0.6875031292269808,0.00028206424166133477,0.005740151566101304,29.278864768433955,321.98545900859534,1.4301052273494652,7.982704752194302,2.055086353640236,0.6400869106410328,0.6560614761812802,72.62592434284313,33.69878009614157,202.74602118628573,0.030339955759068674,-8.862032861352588,-1.5210700597599431,-140.87379,-71.23536
9,0.178252808723083,0.5563193415461091,0.0011221654165153995,45.40909630788404,27.80499648909015,352.76279540370643,0.5237749567004244,7.999169059223489,1.9847906491763954,0.9386737307203313,1.7734285221065886,81.95413893136197,33.412795758562844,11.614969997268355,0.043462122078973736,-12.478548503125921,-1.7631248872564549,-59.83479,-71.23536
10,0.12737411411192837,0.6301176732368368,0.0004384572438794256,53.40742634418188,29.799078686593155,336.3862387791188,0.3836963235357924,7.984203370478588,2.102681830231406,0.9439584450707957,1.5044894860449152,92.0934205071932,34.08765735807561,255.8140584189891,0.019026937891601314,-13.225278065447412,-1.7539813233371526,-55.97579,-71.23536
11,0.15736926037041518,0.6225425847003552,0.0003463040381831465,64.05881153687449,29.70807382250523,335.8123664754388,0.77517806390084,7.989420867664567,2.0964571959310656,0.9289593894706097,1.3449146201107214,92.41604629278415,33.99566018352951,254.9848346636828,0.02089508583581095,-13.130438302611083,-1.7293869740976862,-52.11679,-71.23536
